RespId,weight,ppage,educ,race,gender,income_cat,voter_category
470650,0.9055,87,High school or less,White,Male,Less than $40k,always
470651,0.8401,72,Some college,White,Male,Less than $40k,rarely/never
470652,0.3353,87,College,Black,Male,$75-125k,sporadic
470653,1.1005,50,Some college,Other/Mixed,Female,$40-75k,rarely/never
470654,1.0835,28,College,Black,Female,$125k or more,sporadic
470655,0.7881,52,College,White,Male,$75-125k,rarely/never
480693,1.0868,32,High school or less,White,Male,Less than $40k,sporadic
470657,1.0547,41,College,White,Male,$75-125k,sporadic
470659,1.0881,81,High school or less,Other/Mixed,Female,Less than $40k,sporadic
470660,0.2974,62,College,Black,Male,$75-125k,always
480699,0.984,52,High school or less,Black,Female,Less than $40k,sporadic
470662,0.2424,71,College,Hispanic,Male,$75-125k,always
470663,0.5061,70,Some college,Black,Male,$75-125k,rarely/never
470664,0.701,50,College,Other/Mixed,Male,$75-125k,always
470665,0.9261,71,High school or less,White,Female,Less than $40k,always
470666,0.8314,62,College,White,Female,$125k or more,always
470667,0.7349,72,College,White,Female,$40-75k,sporadic
470668,0.5726,51,Some college,Black,Male,$75-125k,sporadic
480708,1.3356,56,High school or less,White,Female,$40-75k,always
470670,1.0147,48,College,White,Female,$40-75k,sporadic
470671,0.8762,72,College,White,Female,$75-125k,always
470673,0.9741,85,High school or less,White,Male,$40-75k,sporadic
470674,0.8844,49,High school or less,Hispanic,Male,$40-75k,sporadic
470675,1.4305,62,High school or less,White,Male,Less than $40k,rarely/never
470676,0.9211,73,Some college,White,Female,$40-75k,always
470678,1.1699,55,Some college,White,Female,$40-75k,always
470679,1.0217,57,High school or less,White,Male,$40-75k,rarely/never
470681,0.8261,81,Some college,White,Female,Less than $40k,always
470683,0.9182,75,High school or less,White,Male,$40-75k,always
470684,1.1454,83,Some college,White,Male,$125k or more,always
470685,0.3921,65,Some college,Black,Male,$75-125k,always
470687,1.0767,58,College,White,Male,$125k or more,always
470689,1.468,61,High school or less,White,Male,$75-125k,sporadic
470691,0.3085,73,College,Black,Male,$40-75k,always
470692,0.8125,73,College,White,Male,$125k or more,sporadic
470694,1.6799,35,High school or less,White,Female,Less than $40k,rarely/never
470695,0.7542,37,College,Other/Mixed,Female,Less than $40k,rarely/never
470696,0.853,81,Some college,White,Male,$75-125k,sporadic
470698,1.0445,62,High school or less,White,Female,$40-75k,always
470699,1.0199,68,College,White,Female,$125k or more,sporadic
470700,0.8535,82,College,White,Female,$75-125k,always
470701,0.8044,72,College,White,Male,$75-125k,sporadic
470703,0.5685,56,Some college,Black,Male,$75-125k,always
470705,1.3041,51,College,White,Female,$125k or more,sporadic
470706,0.6524,76,College,Other/Mixed,Male,$75-125k,sporadic
470707,1.2939,72,High school or less,White,Female,$125k or more,always
470708,0.8746,78,College,White,Female,$75-125k,always
470711,0.8951,55,College,White,Male,$75-125k,sporadic
470712,0.9676,74,College,White,Male,$125k or more,always
470713,0.5504,59,College,Black,Male,$125k or more,sporadic
480755,0.9051,62,Some college,White,Female,$75-125k,always
470715,1.3452,49,High school or less,White,Female,$40-75k,sporadic
470718,0.8192,62,College,White,Male,$40-75k,always
470719,1.0767,57,College,White,Male,$125k or more,always
470720,0.3058,59,College,Hispanic,Male,$75-125k,always
470721,1.4945,51,College,White,Female,$125k or more,sporadic
470722,0.7713,65,College,Other/Mixed,Male,$125k or more,always
470723,0.9746,74,College,White,Male,$125k or more,always
470724,0.7646,64,College,White,Female,$75-125k,always
470725,0.7258,70,College,White,Male,$75-125k,always
470726,0.4689,55,College,Black,Male,$75-125k,sporadic
470727,0.8699,67,Some college,White,Female,$40-75k,always
480771,0.6019,78,College,Other/Mixed,Female,$75-125k,always
470729,0.8076,53,College,White,Male,$75-125k,always
470730,0.2902,76,College,Black,Male,$75-125k,sporadic
470732,1.6873,57,High school or less,White,Female,$125k or more,rarely/never
470736,0.6465,67,College,White,Male,Less than $40k,sporadic
470738,0.7988,70,College,White,Female,$40-75k,always
470739,1.1085,74,High school or less,White,Female,Less than $40k,sporadic
470741,0.3215,75,College,Hispanic,Male,$75-125k,always
470742,0.8678,75,Some college,White,Male,$75-125k,always
470743,1.2687,40,College,White,Male,$125k or more,sporadic
470744,1.1049,48,Some college,White,Female,$40-75k,always
470745,1.0767,59,College,White,Male,$125k or more,sporadic
470746,0.962,66,Some college,White,Female,$40-75k,rarely/never
470748,0.9974,56,College,White,Female,$40-75k,sporadic
470749,0.8044,77,College,White,Male,$125k or more,always
470750,0.7946,74,High school or less,Black,Female,$40-75k,always
470753,0.7553,68,High school or less,Black,Female,Less than $40k,sporadic
470755,0.7835,65,College,White,Male,$75-125k,always
470756,1.1276,40,High school or less,White,Male,Less than $40k,always
470757,0.8349,76,Some college,White,Female,Less than $40k,rarely/never
470758,0.9673,71,High school or less,White,Female,$40-75k,sporadic
480804,0.7713,61,College,Other/Mixed,Male,$125k or more,sporadic
470759,1.2153,69,Some college,White,Female,$125k or more,always
470760,0.9029,69,High school or less,White,Female,Less than $40k,sporadic
470761,1.0374,54,High school or less,White,Male,$75-125k,always
470763,1.393,48,High school or less,White,Male,$125k or more,sporadic
470764,0.7211,44,College,Black,Female,$75-125k,sporadic
470765,0.5443,55,Some college,Black,Male,$75-125k,sporadic
470768,0.4096,66,Some college,Black,Male,$75-125k,always
470771,1.0267,75,College,White,Female,$125k or more,always
470773,0.8267,69,High school or less,Black,Female,$75-125k,always
470775,1.2818,56,College,White,Female,$125k or more,always
470776,0.9554,68,High school or less,White,Male,$75-125k,sporadic
470777,0.4264,65,College,Black,Female,$75-125k,always
470778,0.7208,71,College,White,Male,$40-75k,sporadic
470780,0.8377,47,College,White,Male,$40-75k,always
470781,1.0468,69,Some college,White,Female,$40-75k,rarely/never
470782,1.063,54,High school or less,White,Male,$75-125k,always
470784,0.6707,44,College,Black,Male,$125k or more,rarely/never
470786,1.1512,81,High school or less,White,Female,$75-125k,always
470787,0.9919,68,High school or less,White,Male,Less than $40k,always
470788,0.9436,62,Some college,White,Male,$75-125k,always
470790,0.8377,52,College,White,Male,$40-75k,always
470791,0.867,74,Some college,Other/Mixed,Male,$75-125k,always
470792,0.8465,82,Some college,White,Female,Less than $40k,always
470794,0.9676,75,College,White,Male,$125k or more,rarely/never
480841,0.8473,80,Some college,White,Female,Less than $40k,always
470795,1.0064,79,High school or less,White,Female,$75-125k,sporadic
470796,1.0313,65,High school or less,White,Male,$75-125k,sporadic
470797,0.8269,29,College,White,Male,$75-125k,rarely/never
470798,0.9186,72,High school or less,White,Female,Less than $40k,rarely/never
470799,1.5705,52,Some college,White,Female,$125k or more,sporadic
470800,1.085,61,High school or less,White,Male,$75-125k,sporadic
470801,0.8285,77,Some college,White,Male,$40-75k,sporadic
470802,0.3894,64,College,Black,Female,$40-75k,sporadic
470803,1.0336,67,High school or less,White,Female,$40-75k,always
470804,1.1106,57,High school or less,White,Male,$40-75k,sporadic
470808,0.7835,78,College,White,Male,$125k or more,sporadic
470811,0.7988,70,College,White,Female,$40-75k,always
470813,0.9211,63,Some college,White,Female,$40-75k,sporadic
470814,0.9186,61,High school or less,White,Female,Less than $40k,rarely/never
480863,1.1295,25,College,Other/Mixed,Female,$125k or more,rarely/never
470816,0.7988,77,College,White,Female,$40-75k,sporadic
470817,0.8465,72,Some college,White,Female,Less than $40k,always
470818,1.5036,58,Some college,White,Female,$125k or more,always
470819,0.9673,84,High school or less,White,Female,$40-75k,sporadic
470820,0.8865,71,Some college,Other/Mixed,Female,$75-125k,always
470821,1.0557,56,High school or less,White,Male,$40-75k,sporadic
470822,1.1454,76,Some college,White,Male,$125k or more,sporadic
470823,0.9132,82,Some college,White,Male,$40-75k,sporadic
470825,1.073,39,College,White,Male,$125k or more,sporadic
470826,0.8576,70,High school or less,Black,Female,$40-75k,always
470827,0.991,71,High school or less,White,Male,$40-75k,always
470828,0.9755,43,College,White,Female,Less than $40k,sporadic
470830,1.2011,53,Some college,White,Female,$40-75k,always
470832,1.7196,53,High school or less,White,Male,$40-75k,sporadic
470837,1.1782,54,High school or less,White,Male,$75-125k,rarely/never
470838,1.1378,70,Some college,White,Female,$75-125k,sporadic
470839,0.8243,60,College,White,Male,$125k or more,always
470840,0.7458,57,College,Other/Mixed,Female,$75-125k,sporadic
470841,0.8234,58,College,White,Male,$40-75k,sporadic
470842,1.2453,74,Some college,White,Female,$125k or more,always
470843,0.3936,62,Some college,Black,Male,$40-75k,always
470844,0.9264,80,College,White,Male,$125k or more,always
470845,0.6899,80,College,White,Male,$75-125k,always
470848,0.9186,71,High school or less,White,Female,Less than $40k,always
470849,0.8184,73,College,White,Male,$75-125k,sporadic
470852,0.4719,61,Some college,Black,Female,Less than $40k,rarely/never
470854,1.2414,57,Some college,White,Male,$125k or more,sporadic
470855,1.1454,72,Some college,White,Male,$125k or more,always
480904,0.891,42,Some college,Hispanic,Male,$75-125k,rarely/never
470856,0.8683,64,College,White,Female,$125k or more,always
470857,1.2779,43,College,White,Male,$125k or more,sporadic
470858,0.8961,70,High school or less,White,Male,$40-75k,sporadic
470859,0.7546,60,High school or less,Black,Female,Less than $40k,sporadic
470862,0.3728,72,College,Black,Female,$75-125k,always
470863,1.4429,69,High school or less,White,Female,Less than $40k,sporadic
470864,0.5402,63,Some college,Black,Female,$40-75k,sporadic
470865,0.688,72,College,White,Male,Less than $40k,always
470866,1.0591,74,High school or less,White,Female,$40-75k,always
470868,0.9182,64,High school or less,White,Male,$40-75k,always
470870,0.9261,85,High school or less,White,Female,Less than $40k,sporadic
470871,1.3985,50,High school or less,Other/Mixed,Male,$75-125k,sporadic
470872,1.2372,40,Some college,White,Male,$125k or more,sporadic
470873,0.8198,78,Some college,White,Male,Less than $40k,always
470875,0.6474,59,Some college,Black,Female,Less than $40k,sporadic
470876,0.5983,63,High school or less,Black,Male,Less than $40k,sporadic
470877,1.2698,59,High school or less,White,Female,$75-125k,sporadic
470878,0.6294,85,High school or less,Black,Male,Less than $40k,always
470880,1.0552,67,Some college,White,Female,$75-125k,always
470881,0.8289,68,High school or less,White,Male,Less than $40k,sporadic
470882,1.0067,73,High school or less,White,Female,$40-75k,always
470883,0.4096,67,Some college,Black,Male,$75-125k,always
470885,0.8526,40,College,Black,Female,$125k or more,rarely/never
470887,0.7996,63,College,White,Female,Less than $40k,sporadic
470888,1.2453,73,Some college,White,Female,$125k or more,sporadic
470889,0.7904,74,College,Other/Mixed,Male,$125k or more,sporadic
470890,1.2698,56,High school or less,White,Female,$75-125k,sporadic
470893,0.3965,65,College,Black,Male,$125k or more,always
470894,0.7516,73,College,White,Female,$75-125k,always
470895,0.8683,63,College,White,Female,$75-125k,sporadic
470896,0.6457,58,Some college,Black,Male,$75-125k,always
470898,0.3575,63,Some college,Hispanic,Male,Less than $40k,sporadic
470899,0.969,81,Some college,White,Female,$40-75k,always
470900,0.9556,80,Some college,White,Female,$40-75k,always
470901,0.4572,70,Some college,Black,Male,$75-125k,always
470902,0.9298,57,College,White,Female,$75-125k,sporadic
470904,0.9298,47,College,White,Female,$75-125k,sporadic
470905,1.2875,38,Some college,White,Female,$40-75k,rarely/never
470906,0.7889,80,High school or less,Black,Female,Less than $40k,sporadic
470907,0.6042,60,Some college,Hispanic,Female,$75-125k,sporadic
470908,0.7659,28,College,White,Male,$75-125k,rarely/never
470911,1.3612,64,High school or less,White,Female,$125k or more,sporadic
470912,0.9855,73,Some college,White,Male,$75-125k,always
470914,1.2372,44,Some college,White,Male,$125k or more,sporadic
470915,1.5656,81,High school or less,Other/Mixed,Male,$125k or more,sporadic
470920,0.9252,60,High school or less,White,Female,Less than $40k,always
470923,1.1512,70,High school or less,White,Female,$75-125k,sporadic
470924,0.3993,63,College,Black,Male,$125k or more,always
470925,1.3703,77,High school or less,White,Female,Less than $40k,always
470926,0.7646,73,College,White,Female,$75-125k,always
470928,1.1766,65,College,White,Female,$125k or more,always
470930,0.2715,72,College,Hispanic,Male,$75-125k,always
470932,0.9051,85,Some college,White,Female,$75-125k,always
470933,0.9442,67,Some college,White,Male,$75-125k,sporadic
470934,0.9676,73,College,White,Male,$125k or more,sporadic
470935,1.2364,62,Some college,White,Female,$125k or more,always
470937,0.7223,81,College,White,Female,Less than $40k,always
470938,0.6631,82,College,White,Male,$40-75k,always
470939,0.8961,71,High school or less,White,Male,Less than $40k,sporadic
470940,0.9974,57,College,White,Female,$40-75k,always
470941,0.4915,48,College,Black,Female,Less than $40k,rarely/never
470942,0.7701,76,College,White,Female,$75-125k,always
470943,0.686,67,College,White,Female,Less than $40k,always
470944,1.0267,70,College,White,Female,$125k or more,sporadic
470946,1.0839,58,High school or less,White,Male,$40-75k,sporadic
470948,1.085,66,High school or less,White,Male,$75-125k,rarely/never
470949,0.9164,26,College,Black,Female,$125k or more,sporadic
470950,1.0067,85,High school or less,White,Female,$40-75k,sporadic
470953,1.0695,58,College,White,Male,$125k or more,always
470954,1.2828,29,Some college,White,Female,$75-125k,sporadic
470956,0.7516,73,College,White,Female,$75-125k,always
470957,0.7529,67,College,White,Male,$40-75k,always
470958,0.8535,73,College,White,Female,$75-125k,always
470959,0.8657,92,High school or less,White,Male,Less than $40k,always
470961,0.8243,71,College,White,Male,$125k or more,always
470962,0.853,73,Some college,White,Male,$75-125k,always
481016,0.9673,70,High school or less,White,Female,Less than $40k,sporadic
